Время, сек;Rz_L, Н;Rz_R, Н;Rx, Н
26,84;21395,8;21288,1;650
26,85;21385,4;21314,4;650
26,86;21356,2;21292;650
26,87;21361,2;21329,9;650
26,88;21331,1;21316,4;650
26,89;21323,1;21325,9;650
26,9;21320,6;21371;650
26,91;21299,3;21369,6;650
26,92;21280,6;21360,9;650
26,93;21276,8;21394;650
26,94;21264,7;21405,8;650
26,95;21247,2;21408,1;650
26,96;21230,6;21412,8;650
26,97;21225;21476,5;650
26,98;21252;21435,5;650
26,99;21198,5;21454,4;650
27;21169;21509,1;650
27,01;21204,2;21460,2;650
27,02;21162,1;21523,3;650
27,03;21185,1;21523,1;650
27,04;21166,6;21494;650
27,05;21128,4;21541,9;650
27,06;21108,9;21545,5;650
27,07;21124,3;21541,8;650
27,08;21110,9;21546,9;650
27,09;21091,8;21571,4;650
27,1;21069,4;21589,4;650
27,11;21066,8;21595,6;650
27,12;21059,3;21585,5;650
27,13;21042,5;21618,3;650
27,14;21043,4;21625,5;650
27,15;21029,7;21620,9;650
27,16;21019,3;21612,6;650
27,17;21007,5;21654;650
27,18;21010,4;21649,8;650
27,19;20985,8;21616,5;650
27,2;20979,5;21713,1;650
27,21;20977,2;21594,6;650
27,22;20957,2;21675,4;650
27,23;20950,1;21756,4;650
27,24;20956,4;21620,1;650
27,25;20932,8;21632,4;650
27,26;20913,3;21786;650
27,27;20916,9;21747,3;650
27,28;20919,8;21592,4;650
27,29;20904,3;21683,1;650
27,3;20890,3;21802,7;650
27,31;20892,3;21655,3;650
27,32;20884,1;21705,5;650
27,33;20869,6;21802,8;650
27,34;20873,5;21625,5;650
27,35;20863;21758,5;650
27,36;20856,4;21783,8;650
27,37;20853,1;21668,8;650
27,38;20844,8;21729,3;650
27,39;20838,9;21776,6;650
27,4;20823,6;21731,2;650
27,41;20841,2;21720,9;650
27,42;20815,7;21764,7;650
27,43;20821,7;21774,2;650
27,44;20812,6;21686,3;650
27,45;20814,4;21781,9;650
27,46;20795,3;21775,8;650
27,47;20802,2;21727,6;650
27,48;20800,6;21765,4;650
27,49;20794,2;21792,1;650
27,5;20797,7;21743,7;650
27,51;20786,5;21751,3;650
27,52;20790,5;21796;650
27,53;20787,2;21756,4;650
27,54;20782,4;21733,7;650
27,55;20779,2;21829;650
27,56;20774,9;21752,3;650
27,57;20789,3;21790;650
27,58;20779,7;21762,8;650
27,59;20771,7;21798,2;650
27,6;20768,3;21792,2;650
27,61;20784,7;21781,3;650
27,62;20779,9;21725,2;650
27,63;20777,4;21855,7;650
27,64;20768,1;21813,1;650
27,65;20787,3;21703,9;650
27,66;20773,6;21858,7;650
27,67;20782,1;21793,4;650
27,68;20785,2;21763;650
27,69;20784,4;21810,9;650
27,7;20782,8;21765,5;650
27,71;20787,9;21839,6;650
27,72;20789,5;21738,9;650
27,73;20793,4;21806,8;650
27,74;20798,4;21820,9;650
27,75;20801,9;21796,1;650
27,76;20805,8;21763,4;650
27,77;20811;21788;650
27,78;20805,6;21790;650
27,79;20817,2;21749;650
27,8;20818,5;21793,8;650
27,81;20829,8;21763,6;650
27,82;20830,6;21786,2;650
27,83;20834,2;21739,7;650
27,84;20847,3;21767,8;650
27,85;20837,7;21779,3;650
27,86;20860,7;21756,1;650
27,87;20856,1;21733,9;650
27,88;20864,3;21758;650
27,89;20873;21755,1;650
27,9;20882,7;21730;650
27,91;20881,3;21735,2;650
27,92;20899,9;21699,8;650
27,93;20902,4;21737,5;650
27,94;20909,2;21725,7;650
27,95;20913,3;21711,9;650
27,96;20923,9;21688,3;650
27,97;20929,3;21706;650
27,98;20942,8;21673,1;650
27,99;20946,4;21676,9;650
28;20966,5;21677,3;650
28,01;20968,6;21650,4;650
28,02;20974,4;21654,7;650
28,03;20989,8;21660,5;650
28,04;20996,3;21636,7;650
28,05;21002;21632,8;650
28,06;21020,3;21608,1;650
28,07;21015,3;21634;650
28,08;21037,8;21594,3;650
28,09;21040,3;21580,9;650
28,1;21061,1;21601,3;650
28,11;21060,7;21565,4;650
28,12;21074,3;21549,9;650
28,13;21092,5;21573,2;650
28,14;21098,5;21545,6;650
28,15;21111,1;21515,1;650
28,16;21121,9;21527,9;650
28,17;21131,7;21550,7;650
28,18;21147,8;21496,5;650
28,19;21158,7;21467,2;650
28,2;21171,9;21507,6;650
28,21;21184,8;21472,1;650
28,22;21196,4;21452,1;650
28,23;21195,2;21500,4;650
28,24;21223,7;21428,4;650
28,25;21246,8;21394,7;650
28,26;21216,3;21437,4;650
28,27;21274;21418,9;650
28,28;21267,2;21363,8;650
28,29;21248,8;21413,9;650
28,3;21322,6;21386,6;650
28,31;21308,2;21346,7;650
28,32;21286,4;21370,3;650
28,33;21370,6;21320,3;650
28,34;21308;21299,1;650
28,35;21302,9;21302,1;650
28,36;21457,3;21381,4;650
28,37;21357,7;21287,1;650
28,38;21338,7;21219,7;650
28,39;21441,8;21308,8;650
28,4;21392,1;21245,8;650
28,41;21435,2;21242,4;650
28,42;21449,7;21242;650
28,43;21425,1;21222,1;650
28,44;21470,6;21223,4;650
28,45;21471,5;21204,6;650
28,46;21488;21198;650
28,47;21505,9;21182,4;650
28,48;21506,9;21178,5;650
28,49;21507,7;21137,5;650
28,5;21517,1;21144,5;650
28,51;21529,8;21136,2;650
28,52;21543,6;21126,6;650
28,53;21553,8;21121,1;650
28,54;21562,7;21100,3;650
28,55;21565,1;21094,1;650
28,56;21582,6;21082,5;650
28,57;21595,1;21075,8;650
28,58;21604,8;21063,8;650
28,59;21600;21044,8;650
28,6;21596,2;21043,4;650
28,61;21620,7;21029,6;650
28,62;21619,1;21026,7;650
28,63;21623;21010;650
28,64;21639,1;21012;650
28,65;21644,6;20993,3;650
28,66;21661,3;20988,2;650
28,67;21662,7;20983,6;650
28,68;21661,6;20965,1;650
28,69;21666,3;20958,9;650
28,7;21664,7;20951,8;650
28,71;21663,4;20936,8;650
28,72;21692,7;20946,1;650
28,73;21674,5;20928,1;650
28,74;21675;20923,1;650
28,75;21698,3;20918,4;650
28,76;21696,5;20907,7;650
28,77;21691,5;20899,4;650
28,78;21703,9;20901,8;650
28,79;21704,2;20885,3;650
28,8;21694,7;20885,1;650
28,81;21696,8;20872,7;650
28,82;21702,7;20871,2;650
28,83;21705,6;20869,7;650
28,84;21703,9;20862,2;650
28,85;21726;20851,5;650
28,86;21722,5;20851;650
28,87;21715,9;20849,2;650
28,88;21710,7;20839;650
28,89;21710,5;20834,5;650
28,9;21721,5;20830,5;650
28,91;21726,9;20838,8;650
28,92;21728,6;20825,8;650
28,93;21737,4;20826,1;650
28,94;21720,4;20828,5;650
28,95;21735,2;20820,9;650
28,96;21735,4;20819,6;650
28,97;21726,8;20809,7;650
28,98;21725,4;20806;650
28,99;21744;20813,6;650
29;21746,3;20813,3;650
29,01;21746,3;20805,8;650
29,02;21748;20815,4;650
29,03;21738,4;20809,2;650
29,04;21739,3;20805,3;650
29,05;21752,3;20804,3;650
29,06;21766,8;20809,3;650
29,07;21767,6;20806,6;650
29,08;21748,1;20800,3;650
29,09;21759,1;20812,6;650
29,1;21752,4;20796,8;650
29,11;21755,7;20814,6;650
29,12;21753,7;20812,6;650
29,13;21776,9;20814,9;650
29,14;21774,1;20814,7;650
29,15;21758,7;20813,4;650
29,16;21754,4;20808,6;650
29,17;21771,1;20830,9;650
29,18;21772,1;20821,9;650
29,19;21765,9;20821,9;650
29,2;21758,6;20836,6;650
29,21;21776,5;20834,8;650
29,22;21764,4;20829,3;650
29,23;21756,7;20844;650
29,24;21756,8;20855,7;650
29,25;21752,2;20844,8;650
29,26;21755,5;20862,8;650
29,27;21748,7;20862,5;650
29,28;21758,3;20860,2;650
29,29;21744,7;20876,9;650
29,3;21742,2;20876,5;650
29,31;21738,1;20878,5;650
29,32;21731,4;20885,9;650
29,33;21727,3;20893,2;650
29,34;21728,2;20902,5;650
29,35;21709,6;20894,4;650
29,36;21731,4;20921,8;650
29,37;21707,7;20906,6;650
29,38;21709,7;20925,5;650
29,39;21694,6;20927,4;650
29,4;21699,6;20941,3;650
29,41;21666,5;20938,2;650
29,42;21698,5;20968,2;650
29,43;21646,1;20943,6;650
29,44;21677;20976,4;650
29,45;21641,3;20975;650
29,46;21653,6;20998,2;650
29,47;21632,1;20983;650
29,48;21648,3;21012,6;650
29,49;21614;21008,7;650
29,5;21613,1;21021,7;650
29,51;21605,8;21033,1;650
29,52;21588,6;21027,8;650
29,53;21597,8;21054,2;650
29,54;21571,7;21048,6;650
29,55;21582,4;21085,7;650
29,56;21542,8;21067,4;650
29,57;21560,4;21104,8;650
29,58;21529,3;21099,3;650
29,59;21536,7;21110,8;650
29,6;21524,9;21119,6;650
29,61;21500,5;21127,3;650
29,62;21515,6;21156,1;650
29,63;21478,3;21142,1;650
29,64;21497,1;21178,4;650
29,65;21456,1;21169;650
29,66;21463,1;21193,2;650
29,67;21434,8;21188,2;650
29,68;21445,1;21219,9;650
29,69;21433,2;21223,2;650
29,7;21413,3;21229,8;650
29,71;21401,2;21249;650
29,72;21385,2;21257,8;650
29,73;21398,5;21291,1;650
29,74;21383,6;21285,3;650
29,75;21373,7;21298;650
29,76;21342,2;21305;650
29,77;21324,5;21300,7;650
29,78;21334,6;21331,5;650
29,79;21316,3;21345,9;650
29,8;21305;21335,6;650
29,81;21298,3;21366,2;650
29,82;21284;21366,5;650
29,83;21242,3;21410,3;650
29,84;21311,4;21405,3;650
29,85;21251,9;21416,7;650
29,86;21228,4;21415,4;650
29,87;21244,4;21445,6;650
29,88;21243,1;21454,9;650
29,89;21206,1;21469,6;650
29,9;21192,1;21485,1;650
29,91;21211,9;21486,7;650
29,92;21172,7;21472,7;650
29,93;21150,4;21517,5;650
29,94;21172,2;21492;650
29,95;21158,4;21525,7;650
29,96;21125,3;21558,7;650
29,97;21118,5;21548;650
29,98;21132,3;21542,4;650
29,99;21119,2;21557,4;650
